date,username,name,tweet,urls,retweets_count,likes_count,hashtags,id,cleaned,flair_dataset,is_ref
2020-07-21,rasyiddd,Rasyid Baihaqi,KoinWorks Berikan Modal Usaha untuk 13Ribu UKM  https://duniafintech.com/koinworks-berikan-modal-usaha/ … via @Dunia Fintech,['https://duniafintech.com/koinworks-berikan-modal-usaha/'],0,0,[],2df839c7-6593-4f61-807c-b067cddcdec7,modal usaha 13ribu ukm duniafintech modal usaha ... via dunia fintech,koinworks berikan modal usaha untuk 13ribu ukm https duniafintech com koinworks berikan modal usaha ... via dunia fintech,False
2020-07-21,juffrypanglee,juffry panglee piri,"Hi, Cek Penawaran KoinGold dari KoinWorks Super Financial Apps! Kamu bisa menemukan semua kebutuhanmu disini, jual beli emas digital dengan minimal pembelian Rp.1000 dan tanpa biaya apapun. Menarik bukan?
Segera unduh dan dapatkan semua kebutuhan Investasimu dalam genggaman",[],0,0,[],d3e02d52-c695-41ce-ab01-b96b68877077,cek penawaran koingold super financial apps bisa menemukan kebutuhanmu jual beli emas digital minimal pembelian rp biaya apapun menarik unduh dapatkan kebutuhan investasimu genggaman,hi cek penawaran koingold dari koinworks super financial apps kamu bisa menemukan semua kebutuhanmu disini jual beli emas digital dengan minimal pembelian rp dan tanpa biaya apapun menarik bukan segera unduh dan dapatkan semua kebutuhan investasimu dalam genggaman,False
2020-07-21,juffrypanglee,juffry panglee piri,"Hi, Cek Penawaran KoinGold dari KoinWorks Super Financial Apps! Kamu bisa menemukan semua kebutuhanmu disini, jual beli emas digital dengan minimal pembelian Rp.1000 dan tanpa biaya apapun. Menarik bukan?
Segera unduh dan dapatkan semua kebutuhan",[],0,0,[],0d0a1657-6032-429d-86b9-728f452898b9,cek penawaran koingold super financial apps bisa menemukan kebutuhanmu jual beli emas digital minimal pembelian rp biaya apapun menarik unduh dapatkan kebutuhan,hi cek penawaran koingold dari koinworks super financial apps kamu bisa menemukan semua kebutuhanmu disini jual beli emas digital dengan minimal pembelian rp dan tanpa biaya apapun menarik bukan segera unduh dan dapatkan semua kebutuhan,False
2020-07-21,dailysocial,DailySocial.id,"Webinar 22 Juli 2020 by Wellshared

Bersama Benedicto Haryono (Co-Founder &amp; CEO, KoinWorks)

Cek foto utk info lebih lanjut.  pic.twitter.com/3ocaB4JafG",[],0,0,[],7398b15e-43fd-40e5-9963-c87f9b18fbb1,webinar juli by wellshared benedicto haryono co founder amp ceo cek foto utk info 3ocab4jafg,webinar juli by wellshared bersama benedicto haryono co founder amp ceo koinworks cek foto utk info lebih lanjut pic twitter com 3ocab4jafg,False
2020-07-21,wuryani37136951,Wuryani,"My company has been using *KoinWorks financial services*, it is by far the easiest, fastest, *most flexible loan provider* and without collateral. Perfect for all your business needs and KoinWorks allow *any business legality* ie: PT/CV/Home Industry (including personal name)",[],0,0,[],6fd57414-9178-44b1-909f-d33e8c1739e7,my company has been using financial services it is by far the easiest fastest most flexible loan provider and without collateral perfect for all your business needs and allow any business legality ie pt cv home industry including personal name,my company has been using koinworks financial services it is by far the easiest fastest most flexible loan provider and without collateral perfect for all your business needs and koinworks allow any business legality ie pt cv home industry including personal name,False
2020-07-20,eleazhar_p,EP,Kurang kerjaan ya? Mungkin bisa didayagunakan utk menagih utang dari borrower? Lulusan UPH lagi? Kok agent kalian goblok2?,[],0,0,[],0615e886-b0b3-4573-a46b-718cb7a539fe,kerjaan ya bisa didayagunakan utk menagih utang borrower lulusan uph agent goblok2,kurang kerjaan ya mungkin bisa didayagunakan utk menagih utang dari borrower lulusan uph lagi kok agent kalian goblok2,False
2020-07-20,eleazhar_p,EP,"Sekalian infokan ke tim kalian si Khairena Zhafran Dary itu, ""jangan terlalu kepo di luar urusan lender-platform!"" Kacau kalian.",[],0,0,[],b4874af8-87d2-447d-a2ff-a780e9772b26,infokan tim si khairena zhafran dary kepo urusan lender platform kacau,sekalian infokan ke tim kalian si khairena zhafran dary itu jangan terlalu kepo di luar urusan lender platform kacau kalian,False
2020-07-20,thedyluna,loons,Thank youu..,[],0,0,[],0c766bf4-a79f-49d0-99d0-dbbe439cc8a5,thank youu,thank youu,False
2020-07-20,kumparan,kumparan,"Webinar Juli 2020 by Wellshared

Bersama Hendro Wijaya Gotama (Bridestory) & Benedicto Haryono (KoinWorks)

Cek foto utk info lebih lanjut.  pic.twitter.com/10QmUhsA1K",[],1,1,[],27139b9b-1808-4406-a801-d685ed4cc195,webinar juli by wellshared hendro wijaya gotama bridestory benedicto haryono cek foto utk info 10qmuhsa1k,webinar juli by wellshared bersama hendro wijaya gotama bridestory benedicto haryono koinworks cek foto utk info lebih lanjut pic twitter com 10qmuhsa1k,False
2020-07-20,thedyluna,loons,"Tolong cek DM ya min @koinworks 
Thanks",[],0,0,[],5e6fcc57-e366-46cf-b196-034fc439b48e,tolong cek dm ya min thanks,tolong cek dm ya min koinworks thanks,False
2020-07-20,eleazhar_p,EP,"Screenshot Excel sudah ada, kenapa bukan Excelnya yg kalian kirim? Langsung kalian hapus? Maka buatlah ulang!!! Ngomong manis2 sama kalian tidak akan mampu kalian cerna. Benedicto, Benedictooo....",[],0,0,[],9390f617-8bc2-4f4d-9794-e918073628f3,screenshot excel sudah ada excelnya kirim langsung hapus buatlah ulang ngomong manis2 cerna benedicto benedictooo,screenshot excel sudah ada kenapa bukan excelnya yg kalian kirim langsung kalian hapus maka buatlah ulang ngomong manis2 sama kalian tidak akan mampu kalian cerna benedicto benedictooo,False
2020-07-20,dedisuparman87,Dedi Suparman,"Hi, Cek Penawaran KoinGold dari KoinWorks Super Financial Apps! Kamu bisa menemukan semua kebutuhanmu disini, jual beli emas digital dengan minimal pembelian Rp.1000 dan tanpa biaya apapun. Menarik bukan?  https://koinworks.onelink.me/LgVI/koingold ",['https://koinworks.onelink.me/LgVI/koingold'],0,0,[],94dcad96-c64e-43ee-8a12-8f4a48d1bd60,cek penawaran koingold super financial apps bisa menemukan kebutuhanmu jual beli emas digital minimal pembelian rp biaya apapun menarik onelink me lgvi koingold,hi cek penawaran koingold dari koinworks super financial apps kamu bisa menemukan semua kebutuhanmu disini jual beli emas digital dengan minimal pembelian rp dan tanpa biaya apapun menarik bukan https koinworks onelink me lgvi koingold,False
2020-07-20,dedisuparman87,Dedi Suparman,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. Download dan *dapatkan 350,000* KOIN dengan kode saya 04858 atau klik  https://koinworks.onelink.me/LgVI/ce3d0a53 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/ce3d0a53'],0,0,[],5810bd24-f278-49ec-97e9-e9f63415c0d3,super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode klik onelink me lgvi ce3d0a53 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi ce3d0a53 koinworks terdaftar dan diawasi oleh ojk,False
2020-07-20,beng_insomnia,Bengbeng,"Berdasarkan Penelitian Ini 5 Ciri-Ciri Orang Bodoh, Perbaiki Diri Segera!  https://koinworks.com/blog/ciri-orang-bodoh/ … lewat @koinworks",['https://koinworks.com/blog/ciri-orang-bodoh/'],0,0,[],bacd9a2f-a528-4b3f-97a1-d30824a357bb,berdasarkan penelitian ciri ciri orang bodoh perbaiki blog ciri orang bodoh ...,berdasarkan penelitian ini ciri ciri orang bodoh perbaiki diri segera https koinworks com blog ciri orang bodoh ... lewat koinworks,False
2020-07-20,radar_aktual,RadarAktual,"Genjot Pembiayaan UKM, KoinWorks Gandeng Pemprov DKI Jakarta  https://ift.tt/39jFsMk ",['https://ift.tt/39jFsMk'],0,0,[],38e80d48-4ccb-4c82-a4bb-dfe2fd8da74b,genjot pembiayaan ukm gandeng pemprov dki jakarta ift tt 39jfsmk,genjot pembiayaan ukm koinworks gandeng pemprov dki jakarta https ift tt 39jfsmk,False
2020-07-20,sasa499861349,Lutsangtsang,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya ZN30153 atau klik  https://koinworks.onelink.me/LgVI/59f2bd28 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/59f2bd28'],0,0,[],2e7ad8c1-5d07-4b4c-a766-7c114d297b11,super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode zn30153 klik onelink me lgvi 59f2bd28 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di download dan dapatkan koin dengan kode saya zn30153 atau klik https koinworks onelink me lgvi 59f2bd28 koinworks terdaftar dan diawasi oleh ojk,False
2020-07-20,radaraktual,radaraktualdotcom,"Genjot Pembiayaan UKM, KoinWorks Gandeng Pemprov DKI Jakarta  https://radaraktual.com/42674/genjot-pembiayaan-ukm-koinworks-gandeng-pemprov-dki-jakarta.html …",['https://radaraktual.com/42674/genjot-pembiayaan-ukm-koinworks-gandeng-pemprov-dki-jakarta.html'],0,0,[],4f8feb52-082d-42bd-8c51-d37ece50f95d,genjot pembiayaan ukm gandeng pemprov dki jakarta radaraktual genjot pembiayaan ukm gandeng pemprov dki jakarta ...,genjot pembiayaan ukm koinworks gandeng pemprov dki jakarta https radaraktual com genjot pembiayaan ukm koinworks gandeng pemprov dki jakarta html ...,False
2020-07-19,eleazhar_p,EP,"Sudah 6 bulan lebih tidak ada perbaikan. Udah kenyang kalian di sana? Oh, baguslah ya. Uang lender kalian anggap kami tumbuhkan di pohon. Ya, baguslah, bagus kinerja kalian, logika neraka iblis dipake terus ya...",[],0,0,[],b733dd0b-3396-43ce-9555-6669c92e7248,sudah ada perbaikan udah kenyang oh baguslah ya uang lender anggap tumbuhkan pohon ya baguslah bagus kinerja logika neraka iblis dipake ya,sudah bulan lebih tidak ada perbaikan udah kenyang kalian di sana oh baguslah ya uang lender kalian anggap kami tumbuhkan di pohon ya baguslah bagus kinerja kalian logika neraka iblis dipake terus ya,False
2020-07-19,dayliopik434,Taufik,"Untuk rakyat Indonesia tercinta, 
Untuk saat ini cobalah untuk berinvestasi, investasi bukan hanya untuk diri sendiri dan orang lain tapi juga untuk Negara tercinta kita Indonesia 😊
@bibitid @koinworks @IPOTGO
#IndonesiaSudahBangkrut pic.twitter.com/dJ5pIemqZn",[],0,8,['#indonesiasudahbangkrut'],6856c069-9e0e-4cf6-98ec-7f1028645f61,rakyat indonesia tercinta cobalah berinvestasi investasi orang negara tercinta indonesia bibitid ipotgo indonesiasudahbangkrut dj5piemqzn,untuk rakyat indonesia tercinta untuk saat ini cobalah untuk berinvestasi investasi bukan hanya untuk diri sendiri dan orang lain tapi juga untuk negara tercinta kita indonesia bibitid koinworks ipotgo indonesiasudahbangkrut pic twitter com dj5piemqzn,False
2020-07-17,swamediainc,SWA Media Inc.,Koinworks Catat Pertumbuhan 30% Pasca Pelonggaran PSBB  https://swa.co.id/swa/trends/koinworks-catat-pertumbuhan-30-pasca-pelonggaran-psbb …,['https://swa.co.id/swa/trends/koinworks-catat-pertumbuhan-30-pasca-pelonggaran-psbb'],0,0,[],68cb7f16-1e8c-4588-9d8e-5362f9843e92,catat pertumbuhan pasca pelonggaran psbb swa co id swa trends catat pertumbuhan pasca pelonggaran psbb ...,koinworks catat pertumbuhan pasca pelonggaran psbb https swa co id swa trends koinworks catat pertumbuhan pasca pelonggaran psbb ...,False
2020-07-17,ariyantoagus77,Gosy ,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* & *pinjaman tanpa agunan* semua di  https://youtu.be/D1N34eRVkqM  
Download dan *dapatkan 350,000* KOIN dengan kode saya a96899 atau klik  https://koinworks.onelink.me/LgVI/18ee412c  *terdaftar dan diawasi oleh OJK*","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/18ee412c']",0,0,[],f4906386-18ce-41bc-be2c-db003b46f35c,super financial indonesia hasil pendanaan p a pinjaman agunan be d1n34ervkqm dapatkan koin kode a96899 klik onelink me lgvi 18ee412c terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a pinjaman tanpa agunan semua di https youtu be d1n34ervkqm download dan dapatkan koin dengan kode saya a96899 atau klik https koinworks onelink me lgvi 18ee412c terdaftar dan diawasi oleh ojk,False
2020-07-17,pebisnismuslim,PebisnisMuslim.com,KoinWorks Gandeng Pemprov DKI Jakarta Genjot Pembiayaan UKM  http://dlvr.it/RbpkZ9  pic.twitter.com/hKeL42Gu87,['http://dlvr.it/RbpkZ9'],0,0,[],0e33f879-c05b-49f9-8d37-a5b76e77baaf,gandeng pemprov dki jakarta genjot pembiayaan ukm dlvr it rbpkz9 hkel42gu87,koinworks gandeng pemprov dki jakarta genjot pembiayaan ukm http dlvr it rbpkz9 pic twitter com hkel42gu87,False
2020-07-17,mnews_id,M-News,"Kolaborasi KoinWorks dan Pemprov DKI Jakarta Buka Akses Penyaluran Pembiayaan UKM 

 https://mnews.co.id/read/fokus/kolaborasi-koinworks-dan-pemprov-dki-jakarta-buka-akses-penyaluran-pembiayaan-ukm/ … via @mnews_id",['https://mnews.co.id/read/fokus/kolaborasi-koinworks-dan-pemprov-dki-jakarta-buka-akses-penyaluran-pembiayaan-ukm/'],0,0,[],dc0c77cd-1d66-4fd8-9640-ca1229565c7f,kolaborasi pemprov dki jakarta buka akses penyaluran pembiayaan ukm mnews co id read fokus kolaborasi pemprov dki jakarta buka akses penyaluran pembiayaan ukm ... via mnews id,kolaborasi koinworks dan pemprov dki jakarta buka akses penyaluran pembiayaan ukm https mnews co id read fokus kolaborasi koinworks dan pemprov dki jakarta buka akses penyaluran pembiayaan ukm ... via mnews id,False
2020-07-17,pebisnismuslim,PebisnisMuslim.com,PebisnisMuslim News: KoinWorks Gandeng Pemprov DKI Jakarta Genjot Pembiayaan UKM  https://ift.tt/3eCa8tg ,['https://ift.tt/3eCa8tg'],0,0,[],7976c37e-b99d-483a-ac52-8b18b2d31b31,pebisnismuslim news gandeng pemprov dki jakarta genjot pembiayaan ukm ift tt 3eca8tg,pebisnismuslim news koinworks gandeng pemprov dki jakarta genjot pembiayaan ukm https ift tt 3eca8tg,False
2020-07-17,fokusmalam,Fokus Malam,KoinWorks Gandeng Pemprov DKI Jakarta Genjot Pembiayaan UKM - Republika Online  http://dlvr.it/RbpJRx ,['http://dlvr.it/RbpJRx'],0,0,[],5c559501-fbcd-45f2-b4ab-bd119d8e12f5,gandeng pemprov dki jakarta genjot pembiayaan ukm republika online dlvr it rbpjrx,koinworks gandeng pemprov dki jakarta genjot pembiayaan ukm republika online http dlvr it rbpjrx,False
2020-07-17,republikaonline,Republika.co.id,KoinWorks menyalurkan pinjaman modal ke lebih dari 13 ribu UKM di DKI Jakarta.  http://republika.co.id/berita//qdlpgj383/koinworks-gandeng-pemprov-dki-jakarta-genjot-pembiayaan-ukm …,['http://republika.co.id/berita//qdlpgj383/koinworks-gandeng-pemprov-dki-jakarta-genjot-pembiayaan-ukm'],0,2,[],02342b0a-5607-41ac-9ae9-25fc3e069a9c,menyalurkan pinjaman modal ribu ukm dki jakarta republika co id berita qdlpgj383 gandeng pemprov dki jakarta genjot pembiayaan ukm ...,koinworks menyalurkan pinjaman modal ke lebih dari ribu ukm di dki jakarta http republika co id berita qdlpgj383 koinworks gandeng pemprov dki jakarta genjot pembiayaan ukm ...,False
2020-07-17,technologueid,Technologue ID,KoinWorks dan PemProv DKI Jakarta Buka Akses Penyaluran Pembiayaan UKM Ibu Kota  http://dlvr.it/RbnhRm  #Direct #fintech #KoinWorks #pandemiCOVID19 #pembiayaanUKM,['http://dlvr.it/RbnhRm'],0,0,"['#direct', '#fintech', '#koinworks', '#pandemicovid19', '#pembiayaanukm']",a331e34d-6647-45be-b44a-061fa45675c8,pemprov dki jakarta buka akses penyaluran pembiayaan ukm kota dlvr it rbnhrm direct fintech pandemicovid19 pembiayaanukm,koinworks dan pemprov dki jakarta buka akses penyaluran pembiayaan ukm ibu kota http dlvr it rbnhrm direct fintech koinworks pandemicovid19 pembiayaanukm,False
2020-08-06,gofoodindonesia,GoFood Indonesia,"SEMPAT KAGET DENGAN BERITA IBU SISCA GANTUNG PANCI? MENGEJUTKAN BUKAN?

Simak videonya sampai habis, ada yang mau ibu Sisca sampaikan buat GoFoodies semuanya 🥰

BAGAIMANA GOFOODIES, MERIAH BUKAN? tut tuturut turut turuturut tururut turuturut tururututut~ #Foodiskon pic.twitter.com/34f0eolEm2",[],5152,13187,['#foodiskon'],70d07524-89ec-4505-846d-c7f2a77c8465,kaget berita sisca gantung panci mengejutkan simak videonya habis ada sisca gofoodies gofoodies meriah tut tuturut turuturut tururut turuturut tururututut foodiskon 34f0eolem2,sempat kaget dengan berita ibu sisca gantung panci mengejutkan bukan simak videonya sampai habis ada yang mau ibu sisca sampaikan buat gofoodies semuanya bagaimana gofoodies meriah bukan tut tuturut turut turuturut tururut turuturut tururututut foodiskon pic twitter com 34f0eolem2,False
2020-07-17,kontannews,KONTAN NEWS,Koinworks gandeng Pemprov DKI Jakarta maksimalkan pembiayaan produktif   http://keuangan.kontan.co.id/news/koinworks-gandeng-pemprov-dki-jakarta-maksimalkan-pembiayaan-produktif … #Fintech,['http://keuangan.kontan.co.id/news/koinworks-gandeng-pemprov-dki-jakarta-maksimalkan-pembiayaan-produktif'],0,0,['#fintech'],dfa33ddf-781a-43dc-9749-6d89fae7110b,gandeng pemprov dki jakarta maksimalkan pembiayaan produktif keuangan kontan co id news gandeng pemprov dki jakarta maksimalkan pembiayaan produktif ... fintech,koinworks gandeng pemprov dki jakarta maksimalkan pembiayaan produktif http keuangan kontan co id news koinworks gandeng pemprov dki jakarta maksimalkan pembiayaan produktif ... fintech,False
2020-07-17,fxnjrr,Irfan Januar,"wow HAHAHA males ah invest P2P di KoinWorks, UI/UX nya enakan Asetku  pic.twitter.com/dSZX0LqK87",[],0,0,[],047acbf3-1b2d-4e05-813c-b4635ebb070d,wow males ah invest p2p ui ux nya enakan asetku dszx0lqk87,wow hahaha males ah invest p2p di koinworks ui ux nya enakan asetku pic twitter com dszx0lqk87,False
2020-07-16,swamediainc,SWA Media Inc.,KoinWorks Jadi Penyalur Pinjaman Modal 13 Ribu UKM Jakarta  https://swa.co.id/swa/listed-articles/koinworks-jadi-penyalur-pinjaman-modal-13-ribu-ukm-jakarta …,['https://swa.co.id/swa/listed-articles/koinworks-jadi-penyalur-pinjaman-modal-13-ribu-ukm-jakarta'],0,1,[],01334990-d4d1-466e-a474-9ac565fe48d8,penyalur pinjaman modal ribu ukm jakarta swa co id swa listed articles penyalur pinjaman modal ribu ukm jakarta ...,koinworks jadi penyalur pinjaman modal ribu ukm jakarta https swa co id swa listed articles koinworks jadi penyalur pinjaman modal ribu ukm jakarta ...,False
2020-07-16,hendra2398,Hendra Wirawan,"Hi, go check out KoinGold powered by KoinWorks, Super Financial App! You can find a complete solution in buy and sell digital gold, with minimum price Rp1000, no transaction fee*. It seems great, right?
Download now and get all the benefits:  https://koinworks.onelink.me/LgVI/koingold  KG-85271",['https://koinworks.onelink.me/LgVI/koingold'],0,0,[],975c08a3-503b-4313-850a-b3f41f829782,go check out koingold powered by super financial you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right now and get all the benefits onelink me lgvi koingold kg,hi go check out koingold powered by koinworks super financial app you can find a complete solution in buy and sell digital gold with minimum price rp1000 no transaction fee it seems great right download now and get all the benefits https koinworks onelink me lgvi koingold kg,False
2020-07-16,dts_kominfo,Digital Talent Scholarship,"Kalau kamu termasuk tipe yang mana? Kalau Mindsy tipenya yang pinter, cakep dan baik hati #eh.

*source : koinworks blog (diolah kembali) & berbagai sumber

#digitalinaja #dirumahaja #belajardarirumah #oa #digiers #digitalent #dts2020 #MakinJagoDigital #SerunyaDTS #digitalinaja⁣",[],0,0,"['#eh', '#digitalinaja', '#dirumahaja', '#belajardarirumah', '#oa', '#digiers', '#digitalent', '#dts2020', '#makinjagodigital', '#serunyadts', '#digitalinaja']",5540abc7-6f7f-4a17-806f-db6ebfd3b9d0,tipe mindsy tipenya pinter cakep hati eh source blog diolah sumber digitalinaja dirumahaja belajardarirumah oa digiers digitalent dts2020 makinjagodigital serunyadts digitalinaja[?],kalau kamu termasuk tipe yang mana kalau mindsy tipenya yang pinter cakep dan baik hati eh source koinworks blog diolah kembali berbagai sumber digitalinaja dirumahaja belajardarirumah oa digiers digitalent dts2020 makinjagodigital serunyadts digitalinaja[?],False
2020-07-16,bisniscom,Bisnis.com,KoinWorks dan Pemprov DKI Jakarta Buka Akses Penyaluran Pembiayaan UKM  https://finansial.bisnis.com/read/20200716/563/1266837/koinworks-dan-pemprov-dki-jakarta-buka-akses-penyaluran-pembiayaan-ukm?utm_source=dlvr.it&utm_medium=twitter …,['https://finansial.bisnis.com/read/20200716/563/1266837/koinworks-dan-pemprov-dki-jakarta-buka-akses-penyaluran-pembiayaan-ukm?utm_source=dlvr.it&utm_medium=twitter'],0,1,[],4ad0c625-2319-43c7-aabd-23b73f0d5b21,pemprov dki jakarta buka akses penyaluran pembiayaan ukm finansial bisnis read pemprov dki jakarta buka akses penyaluran pembiayaan ukm utm source dlvr it utm medium ...,koinworks dan pemprov dki jakarta buka akses penyaluran pembiayaan ukm https finansial bisnis com read koinworks dan pemprov dki jakarta buka akses penyaluran pembiayaan ukm utm source dlvr it utm medium twitter ...,False
2020-07-16,wartaekonomi,Warta Ekonomi,13 Ribu UMKM Binaan Anies Cs Segera Diguyur Modal dari KoinWorks  https://m.wartaekonomi.co.id/berita294962/13-ribu-umkm-binaan-anies-cs-segera-diguyur-modal-dari-koinworks …,['https://m.wartaekonomi.co.id/berita294962/13-ribu-umkm-binaan-anies-cs-segera-diguyur-modal-dari-koinworks'],0,1,[],b6237b15-e826-4f5f-8862-cd231bf9425b,ribu umkm binaan anies cs diguyur modal m wartaekonomi co id berita294962 ribu umkm binaan anies cs diguyur modal ...,ribu umkm binaan anies cs segera diguyur modal dari koinworks https m wartaekonomi co id berita294962 ribu umkm binaan anies cs segera diguyur modal dari koinworks ...,False
2020-07-15,nuditopuccino,Didik Purwanto,Seru juga belajar tentang P2P Lending ini. Ntar coba investasi ah di @koinworks 😁✌  pic.twitter.com/ewWNalYFQM,[],1,0,[],d1cde5a6-e84b-4aa2-8ad2-3cf638b7c3d1,seru belajar p2p lending ntar coba investasi ah ewwnalyfqm,seru juga belajar tentang p2p lending ini ntar coba investasi ah di koinworks pic twitter com ewwnalyfqm,False
2020-07-15,zainaturee,Zai Alam,Kasian deh yang nyangkut di Koinworks,[],0,0,[],1aa23083-54e9-4cf0-a48d-f2b152cd69be,kasian deh nyangkut,kasian deh yang nyangkut di koinworks,False
2020-07-14,adoesrudoes,Rudoes Adoes,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. 
 
 *Lihat Videonya* 
  https://youtu.be/D1N34eRVkqM  
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya RS93751 atau klik  https://koinworks.o",['https://youtu.be/D1N34eRVkqM'],0,0,[],7e9e16e5-4cc4-4ed9-9737-7e3e29d98102,super financial indonesia hasil pendanaan p a pinjaman agunan lihat videonya be d1n34ervkqm dapatkan koin kode rs93751 klik o,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app lihat videonya https youtu be d1n34ervkqm download dan dapatkan koin dengan kode saya rs93751 atau klik https koinworks o,False
2020-07-14,dedisuparman87,Dedi Suparman,"Hi, Cek Penawaran KoinGold dari KoinWorks Super Financial Apps! Kamu bisa menemukan semua kebutuhanmu disini, jual beli emas digital dengan minimal pembelian Rp.1000 dan tanpa biaya apapun. Menarik bukan?  https://koinworks.onelink.me/LgVI/koingold ",['https://koinworks.onelink.me/LgVI/koingold'],0,0,[],6d57ebc0-6d13-4503-83cd-dcdfc2988967,cek penawaran koingold super financial apps bisa menemukan kebutuhanmu jual beli emas digital minimal pembelian rp biaya apapun menarik onelink me lgvi koingold,hi cek penawaran koingold dari koinworks super financial apps kamu bisa menemukan semua kebutuhanmu disini jual beli emas digital dengan minimal pembelian rp dan tanpa biaya apapun menarik bukan https koinworks onelink me lgvi koingold,False
2020-07-14,dedisuparman87,Dedi Suparman,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. Download dan *dapatkan 350,000* KOIN dengan kode saya 04858 atau klik  https://koinworks.onelink.me/LgVI/5f783ad3 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/5f783ad3'],0,0,[],819786b2-1c1d-4fe6-a711-2de1d1ccf38b,super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode klik onelink me lgvi 5f783ad3 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi 5f783ad3 koinworks terdaftar dan diawasi oleh ojk,False
2020-07-12,bisniscom,Bisnis.com,"Pengguna KoinWorks Melonjak 41 Persen di Semester I/2020, Apa Strateginya?  https://finansial.bisnis.com/read/20200712/563/1264812/pengguna-koinworks-melonjak-41-persen-di-semester-i2020-apa-strateginya?utm_source=dlvr.it&utm_medium=twitter …",['https://finansial.bisnis.com/read/20200712/563/1264812/pengguna-koinworks-melonjak-41-persen-di-semester-i2020-apa-strateginya?utm_source=dlvr.it&utm_medium=twitter'],0,0,[],90c12f14-54b7-4576-b031-2dc891f8942c,pengguna melonjak persen semester i strateginya finansial bisnis read pengguna melonjak persen semester i2020 strateginya utm source dlvr it utm medium ...,pengguna koinworks melonjak persen di semester i apa strateginya https finansial bisnis com read pengguna koinworks melonjak persen di semester i2020 apa strateginya utm source dlvr it utm medium twitter ...,False
2020-07-12,moenmunadi,moen,"Download dan *dapatkan 350,000* KOIN dengan kode saya MD11467 atau klik  https://koinworks.onelink.me/LgVI/6b477f6e 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/6b477f6e'],0,0,[],13fbe9cc-c866-4dd5-b556-89acdf96ecf4,dapatkan koin kode md11467 klik onelink me lgvi 6b477f6e terdaftar diawasi ojk,download dan dapatkan koin dengan kode saya md11467 atau klik https koinworks onelink me lgvi 6b477f6e koinworks terdaftar dan diawasi oleh ojk,False
2020-07-11,moenmunadi,moen,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code MD11467 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/55ab3181 ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/55ab3181']",0,0,[],39e6f3fc-e455-4844-ab65-3f1ca2c6edea,let me introduce you to indonesia first super financial get return up to click to watch video be d1n34ervkqm and use my md11467 to get koin or click onelink me lgvi 55ab3181,hi let me introduce you to koinworks indonesia first super financial app get return up to click to watch video https youtu be d1n34ervkqm download and use my code md11467 to get koin or click https koinworks onelink me lgvi 55ab3181,False
